stock,name,ticker,country,base_quarter,forecast_quarter,current_weight,predicted_change_%,predicted_weight,actual_weight,model,error,naive_error,low,high
CLP249051044,United Breweries Co Inc,CCU,CHL,Dec-22,Dec-23,0.014094769455148818,-7.965929904147536,0.01365599791188983,0.0,ridge_a0.1,0.01365599791188983,0.014094769455148818,0.007779560960089787,0.02465666737971197
CNE100001VW3,Zhejiang Huayou Cobalt Co Ltd Class A,603799,CHN,Dec-22,Dec-23,0.014014457378481305,-12.249762848356761,0.012946173484021486,0.008282009328157876,ridge_a0.1,0.00466416415586361,0.005732448050323429,0.007496492093241909,0.02245396563104133
KR7023530009,Lotte Shopping Co Ltd,023530,KOR,Dec-22,Dec-23,0.013994379359314423,-9.53887030044595,0.01332700271147307,0.0,ridge_a0.1,0.01332700271147307,0.013994379359314423,0.007510067870350447,0.023789419756659477
BRBRKMACNPA4,Braskem SA Participating Preferred,BRKM5,BRA,Dec-22,Dec-23,0.01390402827306347,-10.745434005156994,0.013064353441963862,0.0,ridge_a0.1,0.013064353441963862,0.01390402827306347,0.007314998358870993,0.02239943075303826
CNE000001GD5,Hundsun Technologies Inc Class A,600570,CHN,Dec-22,Dec-23,0.01376348213889532,-12.998827011470816,0.01260579581012758,0.007856745691281988,ridge_a0.1,0.0047490501188455925,0.005906736447613331,0.007289961387130014,0.021196066351013176
TH6068010R19,Muangthai Capital PCL DR,MTC-R,THA,Dec-22,Dec-23,0.013723326100561562,-10.425185919627046,0.01294083009708406,0.014618437517608572,ridge_a0.1,-0.0016776074205245121,-0.0008951114170470103,0.007343843339250347,0.022530157374542312
CNE0000008L2,GF Securities Co Ltd Class A,000776,CHN,Dec-22,Dec-23,0.013653053033477486,-9.71057885555819,0.012977274240363507,0.012162540014650332,ridge_a0.1,0.0008147342257131748,0.001490513018827154,0.007255403112998708,0.022925473191862167
CNE000001BM7,Shandong Hualu-hengsheng Chemical Co Ltd Class A,600426,CHN,Dec-22,Dec-23,0.01362293600472717,-9.730772144406847,0.01294575192644708,0.010472117058068687,ridge_a0.1,0.002473634868378394,0.003150818946658484,0.007515422990551143,0.023834315944811637
KR7012750006,S-1 Corp,012750,KOR,Dec-22,Dec-23,0.013582779966393413,-9.980164590444321,0.01287193139682745,0.0,ridge_a0.1,0.01287193139682745,0.013582779966393413,0.007408925162158173,0.022485668941940432
CNE0000017Y6,Yonyou Network Technology Co Ltd Class A,600588,CHN,Dec-22,Dec-23,0.013502467889725896,-11.479493170666078,0.012582701139161453,0.009026220692690675,ridge_a0.1,0.0035564804464707778,0.004476247197035221,0.007279655459853812,0.02188146021003647
